Course	Room	Teacher	Time	Students
002698	PK349	0854975	13:00 - 15:30 TH	1071068
011836	TAYG	0431946	13:00 - 15:30 T	3063119 3103203 3110756
007076	TAYE	0031568	13:00 - 15:30 T	1071318 1073428 1136139 1149928 1163131 3073483 3088010
001235	GOB	0031471	13:30 - 16:00 TH	1071507 1092958 1092959 1118914 1136656 1163179 3069758 3094738 3099745
004065	CARP25	0854975	12:00 - 13:00 MWF	1071986 1073672 1150784 1160418 1163836
007909	TAYF	0031539	11:00 - 12:00 MWF	1072694 1138792 3098380 3252851
001179	TH110	1051387	13:30 - 16:00 TH	1072725 1079224 1084538 1098264 1161782 3057399 3064485 3065016 3065488 3065560 3066992 3089542 3125450 3125873 3126731 3177284 3215081 3215769
005154	PK243	1020104	19:00 - 21:00 T	1072725 3067793 3204688 3217604 3223001
010861	GOB	0406445	14:30 - 16:30 T	1072725 1080204 1081304 1085421 1088535 1095813 3064715 3088010 3093246 3096355
003007	EHLEC	0222805	14:30 - 16:30 T	1073075 1153904 3084117 3092179 3093208 3097592 3100385 3105292 3118090 3154498 3194322 3213968 3217371 3218679
004274	PK25	3400077	10:00 - 11:00 MWF	1073211 1163131 3062898 3079915 3080774 3094700 3110756 3118027 3118090 3125450 3126883 3154498 3175356 3177284 3205208 3210020 3213161 3213909 3215784 3217413 3217793 3218135 3218908 3220304 3304941 3307002 3322151 3329172 3329413 3332580
004279	PK243	0017611	9:00 - 10:00 MWF	1073211 1080542 1109686 3086709 3088571 3089014
006023	PK338	0301909	12:00 - 14:00 TH	1079912 1088535 1125596 1134840 3082033 3084117 3085394 3086240 3090776 3092604 3095417 3095765 3097082 3098490 3112040 3113753 3118178 3121199 3153306 3165225 3180697 3191340 3204153 3204511 3209873 3211006 3211007 3213402 3213921 3213968 3214147 3214178 3217413 3217724 3219639 3219920 3224239 3231826 3231914 3233697 3233850 3239030 3248177 3249531 3252673 3256154 3256961 3261697 3261754 3276024 3282664 3284809 3292462 3293645 3295766 3302457 3305828 3306761 3307321 3307517 3309285 3309375 3312285 3315676 3315767 3315789 3316906 3319378 3321787 3322151 3322204 3322720 3322939 3322942 3323189 3323699 3330334 3330926 3331578 3332409 3332410 3332411 3332425 3332518 3332654 3332980 3333007 3333094
001839	PK336	0898918	13:30 - 16:00 TH	1073230 1077528 1091600 1155110 1160418 1164327 3062860 3064906 3067214 3068181 3068878 3075104 3080539 3086119 3087231 3088141 3089580 3091370 3093257 3095337 3120137 3145520 3158474 3160933 3177873 3315059
011035	TH110	3213250	11:00 - 12:00 MWF	1073230 3079872 3089014 3097192 3177165 3203991 3216649 3217346 3224239 3227754 3228861 3251946 3304324 3316782 3332518
009242	PK229	3310251	13:00 - 15:30 TH	1073316 1087771
009304	GOB	0493856	19:00 - 21:00 T	1073316 1089244 1133642 1134731 1135687 1162792 3069040 3098496 3190633 3209784
002413	TH110	1051497	14:00 - 15:00 MWF	1073671 1075130 1093758 1141692 3061194 3063558 3066736 3088147 3104870 3151195 3166656 3180821 3189715 3191428 3204243 3205491
003014	EHLEC	3332662	13:00 - 15:30 TH	1073671 1156319 1163836 3066088 3069894 3081074 3085612 3089384 3090312 3092179 3100402 3177165 3203791 3214138 3216898
001749	GOB	3198088	9:00 - 10:00 MWF	1075130 1150429 3069486 3191834 3251946 3261697 3322187 3329757 3331473 3332761
002635	EHLEC	0827051	19:00 - 21:00 T	1075130 3085302 3115257 3192055 3212008 3217346 3221143 3221612 3224239 3225263 3227208 3233348 3304723 3322204 3332252
006848	PK25	0750235	12:00 - 13:00 MWF	1076479 1077528 3095765 3103166 3108691 3109227 3119909 3171506 3191340 3193776 3204495 3204644 3204830 3211360 3213412 3213727 3220189 3227175 3238414 3259090 3303949 3306968 3309375 3321787 3322141 3330431 3330627 3330986 3332654
005191	PK229	1137952	13:30 - 16:00 TH	1078869 3095391
008485	BYC106	0031553	10:00 - 11:00 MWF	1078869 1138000 1143180 1164327 3062439 3067133 3068998 3081988 3098243 3104489 3217434
002472	PK180	0493725	14:00 - 16:00 T	1079132 1090632 1096778 3062512 3065722 3066114 3066423 3073014 3188402
004301	TAYE	1165566	13:00 - 15:30 TH	1080542 1081058 1109686 1133031 1151485 1156277 3069040
004666	GOB	0775640	10:00 - 11:00 MWF	1079349 1080980 1130377 1162892 3079769 3089014 3089384 3185376 3204644 3216013
004839	CARP25	1051497	13:00 - 14:00 MWF	1079538 1086904 3060775 3068911 3190633
011063	TAYE	3195964	14:00 - 16:00 T	1079538 3061686 3090316 3103910 3216914 3217785
011848	EHIII	3195964	13:00 - 15:30 TH	1079538 1086942 3090714
001560	PK243	0492321	10:00 - 11:00 MWF	1080204 1096573 1117207 3093319 3099184 3217778
001562	TAYB	0031756	14:00 - 15:00 MWF	1080204 1096573 3093319 3099184 3192657
007375	PK25	0031631	9:00 - 10:00 MWF	1080360 1161824 1162423 3063573 3065488 3065560 3070045 3078150 3079816 3080512 3081698 3087117 3087328 3087757 3091221 3091370 3091870 3092604 3098224 3098317 3114269 3120610 3136630 3142378 3152434 3177388 3204153 3205329 3211006 3216013 3217415 3217724 3317234
008774	EHLEC	0031572	11:00 - 12:00 MWF	1080360 3063558 3094422 3215081 3219920 3304357 3322715 3322752 3322939 3332411 3332425
010950	PK180	1168489	11:00 - 12:00 MWF	1124024 1126437 1138637 1152580 1153554 3060791 3068167 3077943 3090714
011865	PK229	0031577	9:00 - 10:00 MWF	
001767	TAYG	0995161	13:00 - 15:30 TH	1080595 3062958 3078437 3082688 3091305 3101150 3170878
011322	TAYB	0028980	13:00 - 15:30 T	1080595 1136656 3082688 3181938
001427	GOB	0031632	11:00 - 12:00 MWF	1080806 1090632 3093298 3095599 3104777 3125322 3153713 3155060 3217604 3330377
004817	BYC106	0031473	11:00 - 12:00 MWF	1153036 3070922 3101907 3120788 3121782 3145520 3154498 3169644 3248478 3268686
006500	PK338	0031399	9:00 - 10:00 MWF	1080980 1096638 1097508 1158585 1161804 3063437 3071694 3079915 3081951 3085394 3086995 3094527 3096248 3152571 3152572 3160933 3175356 3204893 3209832 3209872 3217778 3228428 3232650 3238039 3252374 3255502 3257376 3259090 3262890 3295766 3299552 3304357 3304941 3305828 3308878 3309375 3314971 3315776 3316273 3329656 3329744 3329964 3331474 3331638 3332249 3332410 3333219
001890	TAYF	3312777	12:00 - 13:00 MWF	1081058 1162384 3063516 3065929
002992	PK338	1083868	10:00 - 11:00 MWF	1081207 1085421 1115206 1155700 1161824 1162792 3066589 3071791 3078232 3088350 3092244 3094556 3094802 3120610 3122857 3126433 3151640 3152572 3181938 3185620 3188399 3192055 3194683 3209843 3210876 3211393 3217667 3219685 3220537 3221922 3223468 3248326 3248776 3252851 3304359 3308878 3315084 3315676 3315934 3316693 3316711 3316819 3323644 3330372 3332411 3332654 3333381
005197	TAYG	1020104	14:00 - 16:00 T	1081304 1085421 1134731 3209784
007380	EHLEC	0987494	9:00 - 10:00 MWF	1081394 1096920 1155700 3079005 3080546 3080943 3081234 3088047 3091892 3097075 3221081
004739	TAYB	3393272	12:00 - 14:00 TH	1081569 1092084 1158585 3188887 3191191
005873	PK229	3212821	10:00 - 11:00 MWF	1081569 1092084
002704	PK349	0032827	14:00 - 16:00 T	1082986
007377	TH110	0701976	14:30 - 16:30 T	1082986 1096638 1136145 1161804 3079005 3080546 3081234 3091870 3108487 3121199 3142378 3177063 3212784 3216420 3216601 3219786 3331473 3331474
005845	PK180	0031582	13:00 - 14:00 MWF	1158585 3190802 3219783 3228778 3232822 3256706 3257376 3304005 3332532
006519	CARP21	0031478	14:00 - 16:00 T	3080118 3087117 3092151 3093100 3099375
004355	TH110	0847593	12:00 - 13:00 MWF	1086904 3089763 3114776 3120788 3160008 3190685 3211393 3216554 3218908 3221612 3233850 3254053 3260308 3271107 3296990 3317234 3332580
002878	TAYF	3212821	13:00 - 14:00 MWF	1086942 1149469 3066973
011857	EHIII	0847593	14:00 - 16:00 T	1087351 3080142
003277	PK243	0492451	11:00 - 12:00 MWF	1088139 1088892 1094776 1134731 1143142 3066124
003027	EHLEC	0375562	13:00 - 14:00 MWF	1088236 1123611 1131814 1155839 3064899 3065426 3065568 3065591 3072895 3085394 3088071 3088264 3092179 3100402
011846	EHIII	3196642	13:30 - 16:00 TH	1088574 3092151
002164	EHLEC	0180723	14:00 - 16:00 T	1090070 3057362 3061134 3086192 3091587 3095021
011826	TH110	0180723	13:00 - 14:00 MWF	1090070 3057362 3061134 3062766 3076209 3078071 3078822 3084853 3085643 3086192 3088141 3088969 3091305 3091587 3092408 3098983 3315084
008500	PK243	0031619	12:00 - 13:00 MWF	1090521 1136656 1138000 1143180 3068998 3216670
002367	PK336	3208421	14:30 - 16:30 T	1090632 3121782 3126602 3138631 3163183 3166656 3175457 3189715 3191210 3192657 3204243 3204619 3205491 3211396 3211478 3211643 3212165 3215666 3217372 3268686 3309285 3315767 3322107 3322722 3333635
003433	PK25	0031477	11:00 - 12:00 MWF	1091481 1092805 1093772 3062439 3064715 3065289 3067585 3080774 3082246 3084075 3085421 3090325 3092577 3093257 3097082 3100385 3107592 3109227 3119630 3125450 3152571 3153306 3155348 3194873 3205138 3211335 3212784 3214899 3306653 3319378 3330627
004023	GOB	1167978	14:00 - 15:00 MWF	1091481 3079855 3085596 3104777 3108886 3125808 3175457 3209843 3323539
001151	PK25	0031388	19:00 - 21:00 T	1091600 3068181 3079120 3081179 3082370 3084353 3086119 3088141 3088969 3091747 3098317 3106403 3127044 3135241 3153713 3166656 3185620 3209232 3215601 3216601 3216609 3216914 3217778 3228759 3238414 3248716 3252312 3260264 3297368 3304357 3306703 3311445 3322141 3322149 3323644 3332532
001764	GOB	1165592	12:00 - 14:00 TH	1092760 1095145 1157995 3085407 3096355 3103910 3191823 3211542 3227145 3248182 3322740
004066	EHI	3244352	14:00 - 15:00 MWF	1093047 1097091 3066589 3070830
004394	PK349	1051497	13:30 - 16:00 TH	1093321
009273	TAYB	3310251	13:00 - 15:30 TH	1129252 3064869 3069352 3073216
007381	EHII	0031611	13:00 - 15:30 T	1094452 1141766 1164327 3079005 3079887 3080546 3086240 3097009 3098224 3323692
007008	PK336	0316015	12:00 - 14:00 TH	1094952 3067387 3070184 3100011 3105219 3193987 3220189 3223001 3223593 3249841 3256706 3261685 3271107 3296121 3316782 3322084 3322663 3329172 3329744
002856	PK338	3318436	19:00 - 21:00 T	1095145 1162423 3068444 3086240 3086995 3089014 3094744 3095908 3096489 3101150 3104014 3105382 3110627 3121582 3125127 3125856 3126602 3152788 3161390 3178019 3188793 3188879 3190134 3190802 3191210 3192437 3193672 3193776 3194322 3194888 3204243 3204248 3205324 3205329 3205491 3211128 3211335 3211360 3211643 3213402 3213840 3217372 3217415 3217434 3217543 3217785 3217793
002653	CARP21	0359529	13:30 - 16:00 TH	1095813 3104014 3149019 3205138 3214129 3216649 3221081 3302367
009262	GOB	3196642	12:00 - 13:00 MWF	1095813 3084782 3097075 3126930 3205491 3217543 3227145 3332421 3332761
004280	TAYB	0031577	14:00 - 16:00 T	1109742 1162390 3086119 3096489
004289	PK349	0017611	14:30 - 16:30 T	1109742
009299	TAYB	3092667	13:30 - 16:00 TH	1115327 1163424 3152571
005141	GOB	0493856	13:00 - 15:30 T	1120982 3096963 3105382 3152572 3155201 3216013 3262172 3319376
011531	EHIII	3310251	14:30 - 16:30 T	1123611 3093100
005722	PK25	0031543	13:00 - 14:00 MWF	1124024 3092244 3092532 3100388 3114269 3114872 3118178 3209936 3211542 3214178 3219786 3227754 3228428 3231826 3252374 3252673 3255502 3268127 3306761 3311808 3314945 3316711 3321787 3322722 3329744 3330273 3331582 3389664
008793	CARP21	0899465	14:30 - 16:30 T	1124024 1133589 1161763 3095867 3107224 3191198 3217415
006508	EHIII	0031478	19:00 - 21:00 T	1125596 3215241 3316782
006562	EHIII	0031573	9:00 - 10:00 MWF	1125596 3090714 3215241
005243	CARP21	3310303	19:00 - 21:00 T	1126780 1153307 3079887 3082058 3091305 3091587 3145694 3190685
006565	EHIII	0031399	10:00 - 11:00 MWF	1129252 3092151
