Course	Room	Teacher	Time	Students
014969	DAL119	3448653	13:10 - 16:00 TH	3852520 3821162 3821254 3929651 3821004 3839910
001871	TH224	4090501	14:10 - 16:00 F	3854723 3789493 3774808
011190	PK338	4354090	12:10 - 16:00 MW	3692862 3860357 3902911 3910185 3913863 3902439 3930253 3930841 3821254 4091785 4086477 3694668 3915088
002368	PK20	0697660	13:10 - 16:00 TH	3861339 3905822 3937982 4000795 4176023 4176818 4258417 4278366 4278394 4278528 4278618 4280475 4281628 4282115 4044003 4175303 4086315 4175344 4175408 4281934 4094012 4175386 3930485 4003130 4372052 3995827 4174366 4243051 4372200 4279920 4372210 4181151 4280946 4371959 3756293 3913781 4076454 4086474 4093324 4095425 3949783 4175551 3910584 4278991 3953266 4176624 4281391 4371037 4371975 3910740 3910495
008769	PK338	3996107	14:10 - 16:00 T	3876667 4034558 4093409 4174908 3823473 4275968 4174957 4270406 4153409 4280157 3822731 4086269 4371943
002562	PK20	1168490	18:10 - 19:00 TH	3879518 3929679 3934527 3969214 4095047 4151626 4176781 4231518 4277274 4278447 4278489 4281005 4230476 3913185 3821687 4095302 4276784 4280849 4281163 4281294 3956631 3914928 4371930 3818773 4091877 3797868 3905871 3910672 4280721 4281093 3902196 3935616 4000418 4086375 3799529 3901004 3910516 3930052 4096964 4280703 4280941 4175290 4175374 4281391 3910623 3910702 4175401 3910691 4086635
006031	PK20	3839982	13:10 - 14:00 TH	3881597 3909951 3931686 3987067 4003168 4043543 4093159 4093970 4127521 4140259 4151626 4175300 4232308 4233573 4277951 4278383 4278447 4278489 4280375 4280653 3808480 4150362 4175313 3821008 3902439 4086619 3848415 3650239 3820378 3821016 3970539 3983482 4095703 4044087 4372246 4091439 4095088 4092633 4175326 4175535 3936964 3974846 4094640 4280524 4281093 3910652 3931881 4093806 4094965 3932941 4165503 4175519 4175528 4176463 4193252 4278484 4280889 4280941 4175534 4092819 4175494 4277662 3910547 3910848 4373610 4086257
016846	PK180	3318436	19:10 - 21:00 T	3818770 3881597 3935260 3957394 4095309 4276023 4175394 4174889 3789070 4130250 3910642 3914683 3910507 4174776 4074784 4143065 4175422
002153	PK20	0428815	19:10 - 21:00 MW	3560236 3816993 3883991 3904324 3915099 3915155 3915711 3921208 3931946 3937160 3970633 3994652 4001588 4003168 4090749 4093612 4095424 4095897 4096706 4132153 4155489 4193260 4229863 4252142 4279649 4280648 4280907 4281868 4175771 4001999 4174837 4174889 4280140 4280693 4281892 3579867 4002075 3956631 4075429 4094796 3822201 4091785 4096262 4157786 4180434 4174617 3901731 3936726 4176698 4278034 4280947 3584557 3789439 3891249 3968696 3988502 4093806 4280526 3901577 4007305 4081695 4095876 4181243 4193252 4278360 4278484 4086083 3915038 3951543 4003319 4091072 4093136 4093853 4176624 4282188 3995802 4092159
012107	PK278	0031619	9:10 - 12:30 T	4078277 4091443 4087169 3797266 3992528 3931453 3817087 4175888 3910583 3799529 3817419 3820768 3903861 4095876 3821766 3905868 4001431 4467145 3915042
